folder_path,label
D:\processed_faces\fake\id3_id16_0000,1
D:\processed_faces\fake\01_27__outside_talking_pan_laughing__S2YCUY48,1
D:\processed_faces\fake\id3_id35_0003,1
D:\processed_faces\fake\346_351,1
D:\processed_faces\fake\id3_id16_0001,1
D:\processed_faces\fake\id1_id0_0009,1
D:\processed_faces\fake\01_27__outside_talking_still_laughing__ZYCZ30C0,1
D:\processed_faces\fake\02_06__walking_and_outside_surprised__N8OSN8P6,1
D:\processed_faces\real\00234,0
D:\processed_faces\real\id3_0004,0
D:\processed_faces\fake\726_713,1
D:\processed_faces\real\793,0
D:\processed_faces\real\id0_0007,0
D:\processed_faces\fake\570_624,1
D:\processed_faces\fake\637_427,1
D:\processed_faces\fake\id5_id61_0007,1
D:\processed_faces\fake\622_647,1
D:\processed_faces\real\23__walking_and_outside_surprised,0
D:\processed_faces\real\00109,0
D:\processed_faces\fake\id4_id0_0001,1
D:\processed_faces\real\id16_0007,0
D:\processed_faces\real\id37_0002,0
D:\processed_faces\real\id27_0007,0
D:\processed_faces\real\553,0
D:\processed_faces\fake\id2_id1_0009,1
D:\processed_faces\real\924,0
D:\processed_faces\fake\453_402,1
D:\processed_faces\fake\460_678,1
D:\processed_faces\real\00160,0
D:\processed_faces\fake\id0_id3_0006,1
D:\processed_faces\fake\478_506,1
D:\processed_faces\fake\id0_id28_0009,1
D:\processed_faces\fake\385_414,1
D:\processed_faces\fake\id6_id16_0001,1
D:\processed_faces\real\06__talking_angry_couch,0
D:\processed_faces\real\682,0
D:\processed_faces\real\323,0
D:\processed_faces\real\239,0
D:\processed_faces\fake\542_520,1
D:\processed_faces\real\451,0
D:\processed_faces\real\563,0
D:\processed_faces\real\17__outside_talking_pan_laughing,0
D:\processed_faces\real\083,0
D:\processed_faces\real\id47_0007,0
D:\processed_faces\fake\274_412,1
D:\processed_faces\fake\id4_id23_0004,1
D:\processed_faces\real\007,0
D:\processed_faces\real\id28_0005,0
D:\processed_faces\fake\915_895,1
D:\processed_faces\fake\id1_id17_0006,1
D:\processed_faces\fake\02_13__walking_outside_cafe_disgusted__AROBAY8R,1
D:\processed_faces\real\id25_0003,0
D:\processed_faces\real\034,0
D:\processed_faces\real\id39_0002,0
D:\processed_faces\real\226,0
D:\processed_faces\real\362,0
D:\processed_faces\fake\id3_id2_0009,1
D:\processed_faces\fake\610_692,1
D:\processed_faces\fake\id1_id2_0002,1
D:\processed_faces\fake\832_762,1
D:\processed_faces\fake\01_15__outside_talking_still_laughing__02HILKYO,1
D:\processed_faces\fake\544_532,1
D:\processed_faces\real\658,0
D:\processed_faces\real\929,0
D:\processed_faces\real\id40_0005,0
D:\processed_faces\fake\id6_id30_0009,1
D:\processed_faces\real\23__secret_conversation,0
D:\processed_faces\real\00028,0
D:\processed_faces\real\685,0
D:\processed_faces\real\id44_0004,0
D:\processed_faces\real\id12_0003,0
D:\processed_faces\fake\375_251,1
D:\processed_faces\real\00008,0
D:\processed_faces\fake\02_15__meeting_serious__MZWH8ATN,1
D:\processed_faces\fake\id6_id0_0005,1
D:\processed_faces\real\28__walk_down_hall_angry,0
D:\processed_faces\real\id34_0008,0
D:\processed_faces\real\652,0
D:\processed_faces\fake\id8_id7_0008,1
D:\processed_faces\real\350,0
D:\processed_faces\real\373,0
D:\processed_faces\real\22__kitchen_pan,0
D:\processed_faces\fake\771_849,1
D:\processed_faces\real\id60_0009,0
D:\processed_faces\fake\02_06__talking_angry_couch__J1W9R0NG,1
D:\processed_faces\fake\043_110,1
D:\processed_faces\fake\id4_id0_0003,1
D:\processed_faces\fake\id0_id16_0005,1
D:\processed_faces\fake\id3_id28_0005,1
D:\processed_faces\real\00074,0
D:\processed_faces\real\id16_0009,0
D:\processed_faces\real\00069,0
D:\processed_faces\real\011,0
D:\processed_faces\real\827,0
D:\processed_faces\real\05__podium_speech_happy,0
D:\processed_faces\fake\id3_id23_0005,1
D:\processed_faces\real\092,0
D:\processed_faces\real\522,0
D:\processed_faces\fake\827_817,1
D:\processed_faces\real\id30_0008,0
D:\processed_faces\real\434,0
D:\processed_faces\fake\746_571,1
D:\processed_faces\fake\846_845,1
D:\processed_faces\real\07__exit_phone_room,0
D:\processed_faces\real\106,0
D:\processed_faces\real\24__kitchen_still,0
D:\processed_faces\fake\167_166,1
D:\processed_faces\fake\646_643,1
D:\processed_faces\fake\104_126,1
D:\processed_faces\real\id50_0002,0
D:\processed_faces\real\355,0
D:\processed_faces\real\05__talking_against_wall,0
D:\processed_faces\fake\592_500,1
D:\processed_faces\real\id30_0007,0
D:\processed_faces\fake\658_627,1
D:\processed_faces\real\051,0
D:\processed_faces\fake\02_18__exit_phone_room__B95S4G6F,1
D:\processed_faces\fake\id2_id4_0000,1
D:\processed_faces\real\27__podium_speech_happy,0
D:\processed_faces\real\696,0
D:\processed_faces\fake\id0_id9_0001,1
D:\processed_faces\real\id54_0004,0
D:\processed_faces\fake\446_667,1
D:\processed_faces\real\id1_0009,0
D:\processed_faces\real\546,0
D:\processed_faces\fake\262_301,1
D:\processed_faces\real\740,0
D:\processed_faces\fake\02_15__walking_outside_cafe_disgusted__MZWH8ATN,1
D:\processed_faces\real\412,0
D:\processed_faces\fake\896_128,1
D:\processed_faces\fake\027_009,1
D:\processed_faces\real\01__podium_speech_happy,0
D:\processed_faces\real\id24_0000,0
D:\processed_faces\fake\id0_id21_0006,1
D:\processed_faces\fake\329_327,1
D:\processed_faces\fake\486_680,1
D:\processed_faces\fake\02_07__walking_and_outside_surprised__UH60ROEK,1
D:\processed_faces\fake\112_892,1
D:\processed_faces\real\00274,0
D:\processed_faces\fake\02_06__walking_outside_cafe_disgusted__37DH75GQ,1
D:\processed_faces\fake\id7_id13_0002,1
D:\processed_faces\real\00207,0
D:\processed_faces\fake\844_797,1
D:\processed_faces\fake\id6_id16_0008,1
D:\processed_faces\fake\id3_id28_0008,1
D:\processed_faces\real\654,0
D:\processed_faces\fake\02_25__secret_conversation__Z7FQ69VP,1
D:\processed_faces\fake\174_964,1
D:\processed_faces\real\13__walking_down_street_outside_angry,0
D:\processed_faces\real\id12_0006,0
D:\processed_faces\fake\id3_id1_0007,1
D:\processed_faces\fake\id4_id2_0001,1
D:\processed_faces\fake\id2_id0_0000,1
D:\processed_faces\real\id52_0008,0
D:\processed_faces\fake\053_095,1
D:\processed_faces\real\04__talking_angry_couch,0
D:\processed_faces\real\242,0
D:\processed_faces\fake\id4_id6_0004,1
D:\processed_faces\real\234,0
D:\processed_faces\real\id45_0005,0
D:\processed_faces\real\id38_0002,0
D:\processed_faces\fake\id7_id11_0009,1
D:\processed_faces\real\id54_0009,0
D:\processed_faces\fake\695_422,1
D:\processed_faces\fake\897_969,1
D:\processed_faces\real\135,0
D:\processed_faces\real\858,0
D:\processed_faces\fake\941_940,1
D:\processed_faces\real\00261,0
D:\processed_faces\real\id52_0003,0
D:\processed_faces\fake\id1_id37_0003,1
D:\processed_faces\fake\id0_id1_0000,1
D:\processed_faces\real\00164,0
D:\processed_faces\fake\863_853,1
D:\processed_faces\fake\510_528,1
D:\processed_faces\real\05__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\id4_id31_0009,1
D:\processed_faces\real\867,0
D:\processed_faces\real\id43_0003,0
D:\processed_faces\fake\01_02__walking_outside_cafe_disgusted__YVGY8LOK,1
D:\processed_faces\fake\808_829,1
D:\processed_faces\fake\id4_id6_0000,1
D:\processed_faces\fake\685_613,1
D:\processed_faces\fake\028_068,1
D:\processed_faces\fake\543_559,1
D:\processed_faces\real\id37_0004,0
D:\processed_faces\fake\id9_id3_0004,1
D:\processed_faces\fake\id4_id37_0003,1
D:\processed_faces\real\07__secret_conversation,0
D:\processed_faces\fake\302_323,1
D:\processed_faces\real\114,0
D:\processed_faces\fake\id6_id35_0009,1
D:\processed_faces\fake\01_04__outside_talking_still_laughing__0XUW13RW,1
D:\processed_faces\real\139,0
D:\processed_faces\fake\328_320,1
D:\processed_faces\real\00291,0
D:\processed_faces\fake\02_27__kitchen_pan__B3XHKO27,1
D:\processed_faces\fake\853_863,1
D:\processed_faces\fake\392_339,1
D:\processed_faces\fake\id1_id3_0005,1
D:\processed_faces\real\00245,0
D:\processed_faces\fake\id3_id6_0004,1
D:\processed_faces\real\908,0
D:\processed_faces\fake\id2_id3_0001,1
D:\processed_faces\real\id32_0002,0
D:\processed_faces\real\965,0
D:\processed_faces\fake\02_07__walk_down_hall_angry__O4SXNLRL,1
D:\processed_faces\fake\02_09__walking_down_street_outside_angry__6KUOFMZW,1
D:\processed_faces\real\id61_0006,0
D:\processed_faces\real\502,0
D:\processed_faces\real\id38_0006,0
D:\processed_faces\fake\849_771,1
D:\processed_faces\real\535,0
D:\processed_faces\fake\id7_id13_0004,1
D:\processed_faces\real\638,0
D:\processed_faces\real\id50_0008,0
D:\processed_faces\real\898,0
D:\processed_faces\fake\id2_id9_0005,1
D:\processed_faces\real\568,0
D:\processed_faces\real\id10_0003,0
D:\processed_faces\fake\003_000,1
D:\processed_faces\real\id38_0000,0
D:\processed_faces\fake\048_029,1
D:\processed_faces\real\id20_0002,0
D:\processed_faces\fake\823_584,1
D:\processed_faces\real\548,0
D:\processed_faces\real\id5_0001,0
D:\processed_faces\real\01__walking_down_street_outside_angry,0
D:\processed_faces\fake\300_304,1
D:\processed_faces\real\00038,0
D:\processed_faces\fake\id3_id4_0004,1
D:\processed_faces\fake\388_308,1
D:\processed_faces\fake\id1_id20_0002,1
D:\processed_faces\fake\047_862,1
D:\processed_faces\real\id56_0005,0
D:\processed_faces\fake\926_900,1
D:\processed_faces\fake\279_298,1
D:\processed_faces\real\863,0
D:\processed_faces\real\id6_0004,0
D:\processed_faces\fake\id3_id2_0002,1
D:\processed_faces\fake\764_850,1
D:\processed_faces\fake\141_161,1
D:\processed_faces\fake\783_916,1
D:\processed_faces\real\00286,0
D:\processed_faces\real\777,0
D:\processed_faces\real\650,0
D:\processed_faces\fake\id6_id3_0008,1
D:\processed_faces\fake\772_708,1
D:\processed_faces\fake\445_494,1
D:\processed_faces\fake\id4_id9_0005,1
D:\processed_faces\fake\id4_id35_0009,1
D:\processed_faces\real\id33_0007,0
D:\processed_faces\real\id34_0004,0
D:\processed_faces\real\509,0
D:\processed_faces\real\954,0
D:\processed_faces\real\28__walking_down_street_outside_angry,0
D:\processed_faces\real\id28_0000,0
D:\processed_faces\real\id21_0002,0
D:\processed_faces\fake\232_248,1
D:\processed_faces\fake\738_804,1
D:\processed_faces\fake\103_082,1
D:\processed_faces\real\id51_0006,0
D:\processed_faces\real\00146,0
D:\processed_faces\real\851,0
D:\processed_faces\real\110,0
D:\processed_faces\real\674,0
D:\processed_faces\real\id39_0005,0
D:\processed_faces\fake\03_06__hugging_happy__1IXGY2FK,1
D:\processed_faces\real\00005,0
D:\processed_faces\fake\id2_id9_0003,1
D:\processed_faces\real\id23_0009,0
D:\processed_faces\real\789,0
D:\processed_faces\fake\114_102,1
D:\processed_faces\real\13__walking_and_outside_surprised,0
D:\processed_faces\real\538,0
D:\processed_faces\real\525,0
D:\processed_faces\real\687,0
D:\processed_faces\fake\965_948,1
D:\processed_faces\real\963,0
D:\processed_faces\fake\082_103,1
D:\processed_faces\fake\id3_id28_0000,1
D:\processed_faces\real\081,0
D:\processed_faces\real\526,0
D:\processed_faces\fake\553_545,1
D:\processed_faces\real\id32_0004,0
D:\processed_faces\fake\326_501,1
D:\processed_faces\fake\01_02__talking_angry_couch__YVGY8LOK,1
D:\processed_faces\real\379,0
D:\processed_faces\fake\id2_id30_0002,1
D:\processed_faces\fake\id1_id17_0000,1
D:\processed_faces\real\17__walking_and_outside_surprised,0
D:\processed_faces\real\27__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\id46_0003,0
D:\processed_faces\real\505,0
D:\processed_faces\real\428,0
D:\processed_faces\real\06__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\id36_0006,0
D:\processed_faces\fake\641_662,1
D:\processed_faces\real\686,0
D:\processed_faces\fake\id0_id20_0004,1
D:\processed_faces\fake\304_300,1
D:\processed_faces\real\18__outside_talking_still_laughing,0
D:\processed_faces\fake\id6_id1_0007,1
D:\processed_faces\real\989,0
D:\processed_faces\fake\id6_id1_0003,1
D:\processed_faces\real\id26_0002,0
D:\processed_faces\fake\id3_id23_0000,1
D:\processed_faces\real\14__exit_phone_room,0
D:\processed_faces\real\755,0
D:\processed_faces\fake\id1_id31_0002,1
D:\processed_faces\real\id20_0003,0
D:\processed_faces\fake\id2_id0_0002,1
D:\processed_faces\real\16__walk_down_hall_angry,0
D:\processed_faces\real\319,0
D:\processed_faces\real\318,0
D:\processed_faces\real\661,0
D:\processed_faces\fake\953_974,1
D:\processed_faces\real\788,0
D:\processed_faces\fake\id5_id59_0003,1
D:\processed_faces\fake\01_20__kitchen_still__FW94AIMJ,1
D:\processed_faces\real\07__talking_against_wall,0
D:\processed_faces\fake\id4_id3_0001,1
D:\processed_faces\real\181,0
D:\processed_faces\fake\036_035,1
D:\processed_faces\fake\397_602,1
D:\processed_faces\real\28__secret_conversation,0
D:\processed_faces\real\984,0
D:\processed_faces\real\884,0
D:\processed_faces\fake\02_07__walking_down_street_outside_angry__O4SXNLRL,1
D:\processed_faces\real\902,0
D:\processed_faces\real\00269,0
D:\processed_faces\real\01__hugging_happy,0
D:\processed_faces\real\id34_0000,0
D:\processed_faces\real\21__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\966_988,1
D:\processed_faces\fake\165_137,1
D:\processed_faces\real\729,0
D:\processed_faces\real\00285,0
D:\processed_faces\fake\742_775,1
D:\processed_faces\real\197,0
D:\processed_faces\fake\607_683,1
D:\processed_faces\real\26__talking_angry_couch,0
D:\processed_faces\real\00009,0
D:\processed_faces\real\035,0
D:\processed_faces\fake\id0_id6_0006,1
D:\processed_faces\real\381,0
D:\processed_faces\real\03__exit_phone_room,0
D:\processed_faces\real\id53_0001,0
D:\processed_faces\real\124,0
D:\processed_faces\fake\id3_id21_0005,1
D:\processed_faces\fake\id4_id9_0000,1
D:\processed_faces\fake\554_572,1
D:\processed_faces\fake\775_742,1
D:\processed_faces\real\id6_0005,0
D:\processed_faces\real\168,0
D:\processed_faces\real\id10_0000,0
D:\processed_faces\real\00157,0
D:\processed_faces\fake\634_660,1
D:\processed_faces\real\321,0
D:\processed_faces\real\id17_0000,0
D:\processed_faces\real\00202,0
D:\processed_faces\real\831,0
D:\processed_faces\real\00108,0
D:\processed_faces\real\20__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\id0_id4_0004,1
D:\processed_faces\real\27__talking_angry_couch,0
D:\processed_faces\real\28__kitchen_pan,0
D:\processed_faces\real\id22_0003,0
D:\processed_faces\real\038,0
D:\processed_faces\fake\129_127,1
D:\processed_faces\fake\799_809,1
D:\processed_faces\fake\01_04__kitchen_still__GBC7ZGDP,1
D:\processed_faces\real\302,0
D:\processed_faces\real\699,0
D:\processed_faces\fake\id1_id0_0000,1
D:\processed_faces\real\id17_0004,0
D:\processed_faces\real\00029,0
D:\processed_faces\fake\214_255,1
D:\processed_faces\real\09__talking_angry_couch,0
D:\processed_faces\fake\id1_id6_0004,1
D:\processed_faces\real\id20_0004,0
D:\processed_faces\real\205,0
D:\processed_faces\fake\02_06__kitchen_pan__O9WOC1KJ,1
D:\processed_faces\fake\931_936,1
D:\processed_faces\fake\id1_id17_0003,1
D:\processed_faces\real\11__exit_phone_room,0
D:\processed_faces\fake\666_656,1
D:\processed_faces\fake\id2_id23_0001,1
D:\processed_faces\real\id3_0005,0
D:\processed_faces\real\23__walk_down_hall_angry,0
D:\processed_faces\real\id35_0007,0
D:\processed_faces\real\id53_0009,0
D:\processed_faces\fake\id6_id21_0004,1
D:\processed_faces\real\id50_0000,0
D:\processed_faces\real\449,0
D:\processed_faces\real\id35_0006,0
D:\processed_faces\real\id27_0000,0
D:\processed_faces\real\02__kitchen_still,0
D:\processed_faces\fake\261_254,1
D:\processed_faces\fake\id1_id26_0002,1
D:\processed_faces\real\949,0
D:\processed_faces\fake\229_247,1
D:\processed_faces\fake\851_552,1
D:\processed_faces\fake\id3_id17_0003,1
D:\processed_faces\real\id0_0006,0
D:\processed_faces\fake\905_860,1
D:\processed_faces\real\828,0
D:\processed_faces\real\00082,0
D:\processed_faces\fake\id0_id17_0007,1
D:\processed_faces\fake\384_932,1
D:\processed_faces\real\id6_0007,0
D:\processed_faces\fake\803_017,1
D:\processed_faces\fake\02_15__talking_angry_couch__I8G2LWD1,1
D:\processed_faces\real\id19_0003,0
D:\processed_faces\fake\id4_id23_0003,1
D:\processed_faces\fake\904_046,1
D:\processed_faces\fake\id4_id0_0009,1
D:\processed_faces\real\281,0
D:\processed_faces\real\063,0
D:\processed_faces\fake\662_641,1
D:\processed_faces\fake\656_666,1
D:\processed_faces\fake\id3_id35_0004,1
D:\processed_faces\fake\02_18__outside_talking_still_laughing__OXMEEFUQ,1
D:\processed_faces\fake\id2_id21_0003,1
D:\processed_faces\fake\137_165,1
D:\processed_faces\real\id61_0008,0
D:\processed_faces\fake\02_01__meeting_serious__YVGY8LOK,1
D:\processed_faces\real\111,0
D:\processed_faces\fake\id3_id21_0004,1
D:\processed_faces\fake\02_14__meeting_serious__3IUBEKCT,1
D:\processed_faces\fake\710_788,1
D:\processed_faces\real\848,0
D:\processed_faces\fake\id2_id20_0002,1
D:\processed_faces\real\00254,0
D:\processed_faces\fake\012_026,1
D:\processed_faces\fake\444_655,1
D:\processed_faces\fake\01_04__podium_speech_happy__0XUW13RW,1
D:\processed_faces\fake\id2_id23_0004,1
D:\processed_faces\fake\806_781,1
D:\processed_faces\fake\02_15__walk_down_hall_angry__TN2CWM3K,1
D:\processed_faces\real\id41_0004,0
D:\processed_faces\fake\id6_id23_0001,1
D:\processed_faces\real\508,0
D:\processed_faces\real\944,0
D:\processed_faces\real\20__outside_talking_pan_laughing,0
D:\processed_faces\real\id59_0000,0
D:\processed_faces\fake\id4_id30_0009,1
D:\processed_faces\real\791,0
D:\processed_faces\real\23__walking_down_street_outside_angry,0
D:\processed_faces\real\id6_0006,0
D:\processed_faces\real\256,0
D:\processed_faces\fake\034_590,1
D:\processed_faces\fake\id2_id6_0008,1
D:\processed_faces\fake\02_06__walking_down_indoor_hall_disgust__SU4OQCS9,1
D:\processed_faces\fake\id8_id3_0003,1
D:\processed_faces\fake\02_27__outside_talking_pan_laughing__QW05XUUZ,1
D:\processed_faces\real\00197,0
D:\processed_faces\real\id22_0002,0
D:\processed_faces\fake\id3_id2_0005,1
D:\processed_faces\real\756,0
D:\processed_faces\real\380,0
D:\processed_faces\real\id31_0001,0
D:\processed_faces\real\id4_0002,0
D:\processed_faces\fake\372_413,1
D:\processed_faces\fake\644_657,1
D:\processed_faces\real\608,0
D:\processed_faces\real\196,0
D:\processed_faces\real\00177,0
D:\processed_faces\fake\747_854,1
D:\processed_faces\fake\353_383,1
D:\processed_faces\real\501,0
D:\processed_faces\fake\286_267,1
D:\processed_faces\real\590,0
D:\processed_faces\real\id19_0009,0
D:\processed_faces\fake\id4_id9_0002,1
D:\processed_faces\real\921,0
D:\processed_faces\fake\id4_id20_0002,1
D:\processed_faces\real\315,0
D:\processed_faces\fake\289_228,1
D:\processed_faces\fake\id7_id13_0000,1
D:\processed_faces\fake\02_07__walking_outside_cafe_disgusted__1H07DFQJ,1
D:\processed_faces\real\28__kitchen_still,0
D:\processed_faces\fake\02_07__exit_phone_room__1JCLEEBQ,1
D:\processed_faces\fake\id3_id37_0009,1
D:\processed_faces\real\id17_0006,0
D:\processed_faces\fake\290_240,1
D:\processed_faces\fake\079_076,1
D:\processed_faces\fake\id4_id9_0007,1
D:\processed_faces\fake\596_609,1
D:\processed_faces\real\874,0
D:\processed_faces\real\id30_0004,0
D:\processed_faces\real\127,0
D:\processed_faces\real\id34_0009,0
D:\processed_faces\fake\834_852,1
D:\processed_faces\fake\id6_id31_0004,1
D:\processed_faces\fake\id1_id16_0003,1
D:\processed_faces\fake\id6_id1_0001,1
D:\processed_faces\real\id21_0008,0
D:\processed_faces\real\id42_0003,0
D:\processed_faces\real\00263,0
D:\processed_faces\fake\id1_id37_0006,1
D:\processed_faces\real\284,0
D:\processed_faces\real\00220,0
D:\processed_faces\fake\02_15__kitchen_still__XNJIS4S3,1
D:\processed_faces\fake\id0_id20_0000,1
D:\processed_faces\fake\id3_id23_0002,1
D:\processed_faces\fake\830_828,1
D:\processed_faces\fake\196_310,1
D:\processed_faces\real\00137,0
D:\processed_faces\real\248,0
D:\processed_faces\fake\642_635,1
D:\processed_faces\real\id17_0008,0
D:\processed_faces\fake\id2_id17_0006,1
D:\processed_faces\fake\id3_id0_0009,1
D:\processed_faces\real\059,0
D:\processed_faces\real\00059,0
D:\processed_faces\real\17__hugging_happy,0
D:\processed_faces\fake\160_928,1
D:\processed_faces\fake\id3_id31_0002,1
D:\processed_faces\fake\860_905,1
D:\processed_faces\real\537,0
D:\processed_faces\fake\id1_id26_0008,1
D:\processed_faces\real\199,0
D:\processed_faces\real\359,0
D:\processed_faces\real\075,0
D:\processed_faces\fake\03_06__secret_conversation__1IXGY2FK,1
D:\processed_faces\real\352,0
D:\processed_faces\real\00185,0
D:\processed_faces\real\724,0
D:\processed_faces\real\id3_0002,0
D:\processed_faces\fake\id7_id10_0007,1
D:\processed_faces\fake\02_18__kitchen_still__B95S4G6F,1
D:\processed_faces\real\453,0
D:\processed_faces\fake\717_684,1
D:\processed_faces\fake\698_693,1
D:\processed_faces\fake\063_041,1
D:\processed_faces\real\id21_0004,0
D:\processed_faces\real\id29_0005,0
D:\processed_faces\real\102,0
D:\processed_faces\real\id42_0000,0
D:\processed_faces\fake\id3_id1_0002,1
D:\processed_faces\real\808,0
D:\processed_faces\fake\02_01__exit_phone_room__YVGY8LOK,1
D:\processed_faces\real\id23_0007,0
D:\processed_faces\fake\352_319,1
D:\processed_faces\real\00118,0
D:\processed_faces\real\12__hugging_happy,0
D:\processed_faces\real\231,0
D:\processed_faces\real\041,0
D:\processed_faces\real\14__walking_and_outside_surprised,0
D:\processed_faces\real\369,0
D:\processed_faces\real\132,0
D:\processed_faces\real\02__walk_down_hall_angry,0
D:\processed_faces\real\00111,0
D:\processed_faces\fake\id3_id17_0004,1
D:\processed_faces\real\id21_0007,0
D:\processed_faces\fake\id0_id2_0002,1
D:\processed_faces\fake\367_371,1
D:\processed_faces\fake\166_167,1
D:\processed_faces\real\927,0
D:\processed_faces\real\883,0
D:\processed_faces\real\id35_0009,0
D:\processed_faces\fake\id8_id6_0008,1
D:\processed_faces\fake\id2_id9_0006,1
D:\processed_faces\real\id11_0004,0
D:\processed_faces\real\10__exit_phone_room,0
D:\processed_faces\fake\458_722,1
D:\processed_faces\fake\967_984,1
D:\processed_faces\real\00224,0
D:\processed_faces\real\17__podium_speech_happy,0
D:\processed_faces\real\id8_0005,0
D:\processed_faces\fake\661_670,1
D:\processed_faces\fake\01_04__walking_and_outside_surprised__GBC7ZGDP,1
D:\processed_faces\fake\513_305,1
D:\processed_faces\real\00165,0
D:\processed_faces\real\322,0
D:\processed_faces\real\480,0
D:\processed_faces\real\00024,0
D:\processed_faces\fake\841_639,1
D:\processed_faces\fake\id4_id20_0009,1
D:\processed_faces\fake\438_434,1
D:\processed_faces\real\id57_0001,0
D:\processed_faces\fake\273_807,1
D:\processed_faces\real\313,0
D:\processed_faces\fake\951_947,1
D:\processed_faces\fake\060_088,1
D:\processed_faces\real\097,0
D:\processed_faces\fake\02_14__podium_speech_happy__3IUBEKCT,1
D:\processed_faces\fake\id3_id9_0006,1
D:\processed_faces\fake\id2_id3_0004,1
D:\processed_faces\fake\212_179,1
D:\processed_faces\real\11__kitchen_still,0
D:\processed_faces\fake\id1_id6_0009,1
D:\processed_faces\real\171,0
D:\processed_faces\fake\id0_id1_0006,1
D:\processed_faces\fake\410_411,1
D:\processed_faces\fake\02_27__outside_talking_still_laughing__YQX5Z8GN,1
D:\processed_faces\fake\id2_id28_0003,1
D:\processed_faces\fake\855_801,1
D:\processed_faces\real\00051,0
D:\processed_faces\real\id55_0009,0
D:\processed_faces\fake\id1_id21_0006,1
D:\processed_faces\fake\id1_id21_0004,1
D:\processed_faces\fake\489_022,1
D:\processed_faces\real\987,0
D:\processed_faces\fake\id3_id20_0008,1
D:\processed_faces\fake\id1_id23_0001,1
D:\processed_faces\real\00078,0
D:\processed_faces\real\id61_0005,0
D:\processed_faces\fake\688_645,1
D:\processed_faces\fake\02_07__kitchen_still__TBLYQBIY,1
D:\processed_faces\fake\id5_id61_0003,1
D:\processed_faces\fake\01_09__secret_conversation__SJZRV69J,1
D:\processed_faces\real\06__talking_against_wall,0
D:\processed_faces\fake\430_459,1
D:\processed_faces\real\307,0
D:\processed_faces\fake\382_409,1
D:\processed_faces\real\id0_0002,0
D:\processed_faces\real\00227,0
D:\processed_faces\fake\02_13__outside_talking_pan_laughing__0RKOCC6A,1
D:\processed_faces\fake\id3_id4_0005,1
D:\processed_faces\real\01__walking_outside_cafe_disgusted,0
D:\processed_faces\real\id30_0000,0
D:\processed_faces\fake\id4_id23_0007,1
D:\processed_faces\fake\id4_id0_0004,1
D:\processed_faces\fake\426_287,1
D:\processed_faces\fake\id3_id30_0006,1
D:\processed_faces\real\00133,0
D:\processed_faces\fake\008_990,1
D:\processed_faces\real\id9_0001,0
D:\processed_faces\fake\01_20__walking_and_outside_surprised__OTGHOG4Z,1
D:\processed_faces\real\457,0
D:\processed_faces\real\01__outside_talking_still_laughing,0
D:\processed_faces\fake\id8_id1_0007,1
D:\processed_faces\real\305,0
D:\processed_faces\fake\226_491,1
D:\processed_faces\real\991,0
D:\processed_faces\real\id24_0002,0
D:\processed_faces\fake\180_105,1
D:\processed_faces\fake\id6_id20_0004,1
D:\processed_faces\fake\492_325,1
D:\processed_faces\fake\id6_id4_0005,1
D:\processed_faces\real\02__hugging_happy,0
D:\processed_faces\real\994,0
D:\processed_faces\fake\358_380,1
D:\processed_faces\fake\01_14__kitchen_still__01YF7VQM,1
D:\processed_faces\fake\816_649,1
D:\processed_faces\real\00093,0
D:\processed_faces\fake\01_02__exit_phone_room__YVGY8LOK,1
D:\processed_faces\real\813,0
D:\processed_faces\fake\288_321,1
D:\processed_faces\fake\762_832,1
D:\processed_faces\fake\id4_id23_0000,1
D:\processed_faces\real\03__walk_down_hall_angry,0
D:\processed_faces\real\778,0
D:\processed_faces\fake\id7_id13_0001,1
D:\processed_faces\real\00123,0
D:\processed_faces\fake\id3_id28_0004,1
D:\processed_faces\real\00213,0
D:\processed_faces\fake\442_195,1
D:\processed_faces\real\599,0
D:\processed_faces\real\id47_0000,0
D:\processed_faces\fake\id3_id23_0009,1
D:\processed_faces\fake\630_623,1
D:\processed_faces\fake\971_564,1
D:\processed_faces\fake\id0_id3_0009,1
D:\processed_faces\fake\096_101,1
D:\processed_faces\fake\370_483,1
D:\processed_faces\fake\id1_id26_0006,1
D:\processed_faces\fake\id4_id3_0002,1
D:\processed_faces\real\561,0
D:\processed_faces\real\08__walking_down_street_outside_angry,0
D:\processed_faces\real\id22_0004,0
D:\processed_faces\real\id6_0009,0
D:\processed_faces\fake\01_20__outside_talking_still_laughing__OTGHOG4Z,1
D:\processed_faces\fake\id0_id9_0009,1
D:\processed_faces\fake\241_210,1
D:\processed_faces\real\00231,0
D:\processed_faces\real\741,0
D:\processed_faces\fake\01_14__walking_and_outside_surprised__01YF7VQM,1
D:\processed_faces\fake\660_634,1
D:\processed_faces\fake\id1_id35_0009,1
D:\processed_faces\real\id9_0000,0
D:\processed_faces\real\id16_0008,0
D:\processed_faces\real\437,0
D:\processed_faces\real\052,0
D:\processed_faces\fake\942_943,1
D:\processed_faces\real\10__outside_talking_pan_laughing,0
D:\processed_faces\real\116,0
